令和３年経済センサス‐活動調査　事業所に関する集計－産業横断的集計－事業所数、従業者数,,,,,,,,,
第６－１表　産業(中分類)別民営事業所数、男女別従業者数、常用雇用者数、出向・派遣従業者数及び事業従事者数－全国、都道府県、市区町村,,,,,,,,,
,,,,,,,,,
1) 「従業者数_男女計」など、男女計の人数には男女の別「不詳」を含む,,,,,,,,,
2) 他からの出向・派遣従業者数：出向・派遣の別「不詳」を含む,,,,,,,,,
3) 事業従事者数＝「従業者数」－「うち他への出向・派遣従業者数」＋「他からの出向・派遣従業者数」,,,,,,,,,
,,,,,事業所数,従業者数_男女計,従業者数_男,従業者数_女,従業者数_うち常用雇用者_男女計
,,,,,(事業所),(人),(人),(人),(人)
地域識別コード,地域区分,階層,産業大分類,産業中分類, ,,,,
2,35203_山口市,4,E,27_業務用機械器具製造業,2,742,631,111,742
2,35203_山口市,4,E,28_電子部品・デバイス・電子回路製造業,3,402,259,143,399
2,35203_山口市,4,E,29_電気機械器具製造業,8,144,72,72,132
2,35203_山口市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,35203_山口市,4,E,31_輸送用機械器具製造業,9,429,385,44,402
2,35203_山口市,4,E,32_その他の製造業,25,359,177,182,317
2,35203_山口市,2,F,F_電気・ガス・熱供給・水道業,17,277,249,28,264
2,35203_山口市,4,F,33_電気業,13,182,165,17,170
2,35203_山口市,4,F,34_ガス業,-,-,-,-,-
2,35203_山口市,4,F,35_熱供給業,-,-,-,-,-
2,35203_山口市,4,F,36_水道業,4,95,84,11,94
2,35203_山口市,2,G,G_情報通信業,103,"1,644",989,635,"1,550"
2,35203_山口市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,48,"1,106",650,456,"1,070"
2,35203_山口市,4,G1,37_通信業,12,464,257,207,463
2,35203_山口市,4,G1,38_放送業,7,366,239,127,355
2,35203_山口市,4,G1,41_映像・音声・文字情報制作業,29,276,154,122,252
2,35203_山口市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,55,538,339,179,480
2,35203_山口市,4,G2,39_情報サービス業,46,501,322,159,456
2,35203_山口市,4,G2,40_インターネット附随サービス業,9,37,17,20,24
2,35203_山口市,2,H,H_運輸業，郵便業,200,"5,932","4,756","1,176","5,684"
2,35203_山口市,4,H,42_鉄道業,7,445,410,35,445
2,35203_山口市,4,H,43_道路旅客運送業,26,544,473,71,490
2,35203_山口市,4,H,44_道路貨物運送業,119,"3,807","3,016",791,"3,671"
2,35203_山口市,4,H,45_水運業,-,-,-,-,-
2,35203_山口市,4,H,46_航空運輸業,-,-,-,-,-
2,35203_山口市,4,H,47_倉庫業,15,283,214,69,281
2,35203_山口市,4,H,48_運輸に附帯するサービス業,31,292,218,74,253
2,35203_山口市,4,H,49_郵便業（信書便事業を含む）,2,561,425,136,544
2,35203_山口市,2,I,I_卸売業，小売業,"2,119","22,368","9,594","9,294","20,023"
2,35203_山口市,3,I1,I1_卸売業,590,"4,903","3,415","1,470","4,486"
2,35203_山口市,4,I1,50_各種商品卸売業,4,33,28,5,28
2,35203_山口市,4,I1,51_繊維・衣服等卸売業,7,27,8,19,21
2,35203_山口市,4,I1,52_飲食料品卸売業,104,"1,043",741,302,938
2,35203_山口市,4,I1,53_建築材料，鉱物・金属材料等卸売業,122,690,507,181,603
2,35203_山口市,4,I1,54_機械器具卸売業,199,"1,786","1,394",383,"1,668"
2,35203_山口市,4,I1,55_その他の卸売業,154,"1,324",737,580,"1,228"
2,35203_山口市,3,I2,I2_小売業,"1,529","17,465","6,179","7,824","15,537"
2,35203_山口市,4,I2,56_各種商品小売業,8,249,54,195,239
2,35203_山口市,4,I2,57_織物・衣服・身の回り品小売業,174,"1,122",255,867,979
2,35203_山口市,4,I2,58_飲食料品小売業,446,"5,512","1,745","3,504","5,035"
2,35203_山口市,4,I2,59_機械器具小売業,250,"1,992","1,450",531,"1,705"
2,35203_山口市,4,I2,60_その他の小売業,577,"4,068","1,968","2,095","3,134"
2,35203_山口市,4,I2,61_無店舗小売業,73,"4,519",704,632,"4,444"
2,35203_山口市,2,J,J_金融業，保険業,190,"2,217","1,112","1,083","2,054"
2,35203_山口市,4,J,62_銀行業,21,335,143,192,334
2,35203_山口市,4,J,63_協同組織金融業,24,381,223,158,356
2,35203_山口市,4,J,64_貸金業，クレジットカード業等非預金信用機関,8,49,30,19,46
2,35203_山口市,4,J,65_金融商品取引業，商品先物取引業,6,70,41,29,45
2,35203_山口市,4,J,66_補助的金融業等,6,61,42,19,56
2,35203_山口市,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,125,"1,321",633,666,"1,217"
2,35203_山口市,2,K,K_不動産業，物品賃貸業,478,"1,870","1,020",849,"1,233"
2,35203_山口市,3,K1,K1_不動産業,412,"1,362",698,663,767
2,35203_山口市,4,K1,68_不動産取引業,90,359,219,140,243
2,35203_山口市,4,K1,69_不動産賃貸業・管理業,322,"1,003",479,523,524
2,35203_山口市,3,K2,K2_物品賃貸業,66,508,322,186,466
2,35203_山口市,4,K2,70_物品賃貸業,66,508,322,186,466
2,35203_山口市,2,L,L_学術研究，専門・技術サービス業,393,"2,280","1,367",759,"1,828"
2,35203_山口市,4,L,71_学術・開発研究機関,2,2,2,-,2
2,35203_山口市,4,L,72_専門サービス業（他に分類されないもの）,178,"1,004",451,399,772
2,35203_山口市,4,L,73_広告業,16,102,65,37,88
2,35203_山口市,4,L,74_技術サービス業（他に分類されないもの）,197,"1,172",849,323,966
2,35203_山口市,2,M,M_宿泊業，飲食サービス業,790,"7,343","2,726","4,512","6,372"
2,35203_山口市,3,M1,M1_宿泊業,53,"1,497",623,874,"1,415"
2,35203_山口市,4,M1,75_宿泊業,53,"1,497",623,874,"1,415"
2,35203_山口市,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,737,"5,846","2,103","3,638","4,957"
2,35203_山口市,4,M2,76_飲食店,657,"5,135","1,912","3,118","4,285"
2,35203_山口市,4,M2,77_持ち帰り・配達飲食サービス業,80,711,191,520,672
2,35203_山口市,2,N,N_生活関連サービス業，娯楽業,683,"3,249","1,362","1,887","2,522"
2,35203_山口市,4,N,78_洗濯・理容・美容・浴場業,521,"1,612",507,"1,105","1,041"
2,35203_山口市,4,N,79_その他の生活関連サービス業,85,473,194,279,411
2,35203_山口市,4,N,80_娯楽業,77,"1,164",661,503,"1,070"
2,35203_山口市,2,O,O_教育，学習支援業,264,"3,693","1,650","2,043","3,320"
2,35203_山口市,3,O1,O1_教育，学習支援業（学校教育）,38,"2,344","1,060","1,284","2,258"
2,35203_山口市,4,O1,81_学校教育,38,"2,344","1,060","1,284","2,258"
2,35203_山口市,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,226,"1,349",590,759,"1,062"
2,35203_山口市,4,O2,82_その他の教育，学習支援業,226,"1,349",590,759,"1,062"
2,35203_山口市,2,P,P_医療，福祉,774,"15,051","3,624","10,261","13,709"
2,35203_山口市,4,P,83_医療業,363,"7,425","1,693","4,869","6,580"
2,35203_山口市,4,P,84_保健衛生,8,370,169,192,275
2,35203_山口市,4,P,85_社会保険・社会福祉・介護事業,403,"7,256","1,762","5,200","6,854"
2,35203_山口市,2,Q,Q_複合サービス事業,62,"1,017",556,461,928
2,35203_山口市,3,Q1,Q1_複合サービス事業（郵便局）,42,311,189,122,309
2,35203_山口市,4,Q1,86_郵便局,42,311,189,122,309
2,35203_山口市,3,Q2,Q2_複合サービス事業（協同組合）,20,706,367,339,619
2,35203_山口市,4,Q2,87_協同組合（他に分類されないもの）,20,706,367,339,619
2,35203_山口市,2,R,R_サービス業（他に分類されないもの）,876,"7,877","4,419","3,420","7,006"
2,35203_山口市,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,543,"2,050","1,099",951,"1,484"
2,35203_山口市,4,R1,93_政治・経済・文化団体,291,"1,427",737,690,"1,142"
2,35203_山口市,4,R1,94_宗教,252,623,362,261,342
2,35203_山口市,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,333,"5,827","3,320","2,469","5,522"
2,35203_山口市,4,R2,88_廃棄物処理業,39,438,351,87,379
2,35203_山口市,4,R2,89_自動車整備業,58,361,301,60,293
2,35203_山口市,4,R2,90_機械等修理業（別掲を除く）,62,418,316,98,385
2,35203_山口市,4,R2,91_職業紹介・労働者派遣業,30,"1,584",874,710,"1,570"
2,35203_山口市,4,R2,92_その他の事業サービス業,135,"2,958","1,455","1,469","2,829"
2,35203_山口市,4,R2,95_その他のサービス業,9,68,23,45,66
2,35204_萩市,1,AR,AR_全産業（S_公務を除く）,"2,695","17,849","8,795","8,971","14,200"
2,35204_萩市,1,AB,AB_農林漁業,83,810,589,221,458
2,35204_萩市,2,A,A_農業，林業,66,646,452,194,342
2,35204_萩市,4,A,01_農業,60,604,419,185,301
2,35204_萩市,4,A,02_林業,6,42,33,9,41
2,35204_萩市,2,B,B_漁業,17,164,137,27,116
2,35204_萩市,4,B,03_漁業（水産養殖業を除く）,15,157,130,27,115
2,35204_萩市,4,B,04_水産養殖業,2,7,7,-,1
2,35204_萩市,1,CR,CR_非農林漁業（S_公務を除く）,"2,612","17,039","8,206","8,750","13,742"
2,35204_萩市,2,C,C_鉱業，採石業，砂利採取業,-,-,-,-,-
2,35204_萩市,4,C,05_鉱業，採石業，砂利採取業,-,-,-,-,-
2,35204_萩市,2,D,D_建設業,239,"1,393","1,162",231,989
2,35204_萩市,4,D,06_総合工事業,108,763,639,124,559
2,35204_萩市,4,D,07_職別工事業（設備工事業を除く）,88,369,304,65,240
2,35204_萩市,4,D,08_設備工事業,43,261,219,42,190
2,35204_萩市,2,E,E_製造業,233,"2,011","1,008","1,003","1,639"
2,35204_萩市,4,E,09_食料品製造業,69,661,236,425,546
2,35204_萩市,4,E,10_飲料・たばこ・飼料製造業,10,163,92,71,143
2,35204_萩市,4,E,11_繊維工業,25,131,18,113,101
2,35204_萩市,4,E,12_木材・木製品製造業（家具を除く）,11,181,110,71,156
2,35204_萩市,4,E,13_家具・装備品製造業,8,18,14,4,2
2,35204_萩市,4,E,14_パルプ・紙・紙加工品製造業,-,-,-,-,-
2,35204_萩市,4,E,15_印刷・同関連業,5,46,25,21,36
2,35204_萩市,4,E,16_化学工業,1,8,1,7,8
2,35204_萩市,4,E,17_石油製品・石炭製品製造業,1,1,1,-,1
2,35204_萩市,4,E,18_プラスチック製品製造業（別掲を除く）,6,131,66,65,120
2,35204_萩市,4,E,19_ゴム製品製造業,2,7,3,4,3
2,35204_萩市,4,E,20_なめし革・同製品・毛皮製造業,-,-,-,-,-
2,35204_萩市,4,E,21_窯業・土石製品製造業,60,219,122,97,124
2,35204_萩市,4,E,22_鉄鋼業,2,13,12,1,11
2,35204_萩市,4,E,23_非鉄金属製造業,1,29,20,9,29
2,35204_萩市,4,E,24_金属製品製造業,14,139,118,21,120
2,35204_萩市,4,E,25_はん用機械器具製造業,-,-,-,-,-
2,35204_萩市,4,E,26_生産用機械器具製造業,4,101,79,22,95
2,35204_萩市,4,E,27_業務用機械器具製造業,1,1,1,-,-
2,35204_萩市,4,E,28_電子部品・デバイス・電子回路製造業,-,-,-,-,-
2,35204_萩市,4,E,29_電気機械器具製造業,3,94,33,61,92
2,35204_萩市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,35204_萩市,4,E,31_輸送用機械器具製造業,4,19,16,3,15
2,35204_萩市,4,E,32_その他の製造業,6,49,41,8,37
2,35204_萩市,2,F,F_電気・ガス・熱供給・水道業,5,87,84,3,86
2,35204_萩市,4,F,33_電気業,4,67,65,2,66
2,35204_萩市,4,F,34_ガス業,-,-,-,-,-
2,35204_萩市,4,F,35_熱供給業,-,-,-,-,-
2,35204_萩市,4,F,36_水道業,1,20,19,1,20
2,35204_萩市,2,G,G_情報通信業,20,119,74,45,96
2,35204_萩市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,9,47,34,13,34
2,35204_萩市,4,G1,37_通信業,-,-,-,-,-
2,35204_萩市,4,G1,38_放送業,4,40,31,9,30
2,35204_萩市,4,G1,41_映像・音声・文字情報制作業,5,7,3,4,4
2,35204_萩市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,11,72,40,32,62
2,35204_萩市,4,G2,39_情報サービス業,7,64,35,29,56
2,35204_萩市,4,G2,40_インターネット附随サービス業,4,8,5,3,6
2,35204_萩市,2,H,H_運輸業，郵便業,40,469,375,94,407
2,35204_萩市,4,H,42_鉄道業,-,-,-,-,-
2,35204_萩市,4,H,43_道路旅客運送業,10,164,138,26,140
2,35204_萩市,4,H,44_道路貨物運送業,21,206,171,35,187
2,35204_萩市,4,H,45_水運業,5,77,59,18,63
2,35204_萩市,4,H,46_航空運輸業,-,-,-,-,-
2,35204_萩市,4,H,47_倉庫業,-,-,-,-,-
2,35204_萩市,4,H,48_運輸に附帯するサービス業,4,22,7,15,17
2,35204_萩市,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
2,35204_萩市,2,I,I_卸売業，小売業,682,"3,607","1,742","1,808","2,765"
2,35204_萩市,3,I1,I1_卸売業,108,651,414,237,526
2,35204_萩市,4,I1,50_各種商品卸売業,-,-,-,-,-
2,35204_萩市,4,I1,51_繊維・衣服等卸売業,-,-,-,-,-
2,35204_萩市,4,I1,52_飲食料品卸売業,32,247,152,95,200
2,35204_萩市,4,I1,53_建築材料，鉱物・金属材料等卸売業,28,188,131,57,160
2,35204_萩市,4,I1,54_機械器具卸売業,20,89,67,22,67
2,35204_萩市,4,I1,55_その他の卸売業,28,127,64,63,99
2,35204_萩市,3,I2,I2_小売業,574,"2,956","1,328","1,571","2,239"
2,35204_萩市,4,I2,56_各種商品小売業,-,-,-,-,-
2,35204_萩市,4,I2,57_織物・衣服・身の回り品小売業,52,185,44,90,133
2,35204_萩市,4,I2,58_飲食料品小売業,204,"1,330",426,904,"1,052"
2,35204_萩市,4,I2,59_機械器具小売業,66,379,276,103,277
2,35204_萩市,4,I2,60_その他の小売業,226,953,512,441,682
2,35204_萩市,4,I2,61_無店舗小売業,26,109,70,33,95
2,35204_萩市,2,J,J_金融業，保険業,42,313,110,203,292
2,35204_萩市,4,J,62_銀行業,6,75,31,44,74
2,35204_萩市,4,J,63_協同組織金融業,7,61,33,28,61
2,35204_萩市,4,J,64_貸金業，クレジットカード業等非預金信用機関,1,3,1,2,1
2,35204_萩市,4,J,65_金融商品取引業，商品先物取引業,1,4,3,1,4
2,35204_萩市,4,J,66_補助的金融業等,2,4,3,1,4
2,35204_萩市,4,J,67_保険業（保険媒介代理業，保険サービス業を含む）,25,166,39,127,148
2,35204_萩市,2,K,K_不動産業，物品賃貸業,106,269,154,115,155
2,35204_萩市,3,K1,K1_不動産業,89,198,102,96,93
2,35204_萩市,4,K1,68_不動産取引業,14,43,21,22,25
2,35204_萩市,4,K1,69_不動産賃貸業・管理業,75,155,81,74,68
2,35204_萩市,3,K2,K2_物品賃貸業,17,71,52,19,62
2,35204_萩市,4,K2,70_物品賃貸業,17,71,52,19,62
2,35204_萩市,2,L,L_学術研究，専門・技術サービス業,75,339,221,118,254
2,35204_萩市,4,L,71_学術・開発研究機関,-,-,-,-,-
2,35204_萩市,4,L,72_専門サービス業（他に分類されないもの）,37,107,47,60,65
2,35204_萩市,4,L,73_広告業,1,1,1,-,1
2,35204_萩市,4,L,74_技術サービス業（他に分類されないもの）,37,231,173,58,188
2,35204_萩市,2,M,M_宿泊業，飲食サービス業,333,"1,929",667,"1,236","1,486"
2,35204_萩市,3,M1,M1_宿泊業,49,544,198,346,442
2,35204_萩市,4,M1,75_宿泊業,49,544,198,346,442
2,35204_萩市,3,M2,M2_飲食店，持ち帰り・配達飲食サービス業,284,"1,385",469,890,"1,044"
2,35204_萩市,4,M2,76_飲食店,250,"1,132",388,718,816
2,35204_萩市,4,M2,77_持ち帰り・配達飲食サービス業,34,253,81,172,228
2,35204_萩市,2,N,N_生活関連サービス業，娯楽業,221,779,315,464,524
2,35204_萩市,4,N,78_洗濯・理容・美容・浴場業,164,473,152,321,293
2,35204_萩市,4,N,79_その他の生活関連サービス業,28,133,82,51,95
2,35204_萩市,4,N,80_娯楽業,29,173,81,92,136
2,35204_萩市,2,O,O_教育，学習支援業,66,423,144,279,346
2,35204_萩市,3,O1,O1_教育，学習支援業（学校教育）,7,166,59,107,164
2,35204_萩市,4,O1,81_学校教育,7,166,59,107,164
2,35204_萩市,3,O2,O2_教育，学習支援業（その他の教育，学習支援業）,59,257,85,172,182
2,35204_萩市,4,O2,82_その他の教育，学習支援業,59,257,85,172,182
2,35204_萩市,2,P,P_医療，福祉,256,"3,654","1,046","2,608","3,328"
2,35204_萩市,4,P,83_医療業,96,"1,583",475,"1,108","1,410"
2,35204_萩市,4,P,84_保健衛生,2,4,2,2,2
2,35204_萩市,4,P,85_社会保険・社会福祉・介護事業,158,"2,067",569,"1,498","1,916"
2,35204_萩市,2,Q,Q_複合サービス事業,43,396,237,159,386
2,35204_萩市,3,Q1,Q1_複合サービス事業（郵便局）,23,164,93,71,164
2,35204_萩市,4,Q1,86_郵便局,23,164,93,71,164
2,35204_萩市,3,Q2,Q2_複合サービス事業（協同組合）,20,232,144,88,222
2,35204_萩市,4,Q2,87_協同組合（他に分類されないもの）,20,232,144,88,222
2,35204_萩市,2,R,R_サービス業（他に分類されないもの）,251,"1,251",867,384,989
2,35204_萩市,3,R1,R1_サービス業（政治・経済・文化団体，宗教）,167,617,424,193,449
2,35204_萩市,4,R1,93_政治・経済・文化団体,36,365,262,103,342
2,35204_萩市,4,R1,94_宗教,131,252,162,90,107
2,35204_萩市,3,R2,R2_サービス業（政治・経済・文化団体，宗教を除く）,84,634,443,191,540
2,35204_萩市,4,R2,88_廃棄物処理業,17,200,171,29,177
2,35204_萩市,4,R2,89_自動車整備業,21,73,55,18,46
2,35204_萩市,4,R2,90_機械等修理業（別掲を除く）,8,21,14,7,11
2,35204_萩市,4,R2,91_職業紹介・労働者派遣業,9,26,13,13,20
2,35204_萩市,4,R2,92_その他の事業サービス業,27,235,143,92,208
2,35204_萩市,4,R2,95_その他のサービス業,2,79,47,32,78
2,35206_防府市,1,AR,AR_全産業（S_公務を除く）,"4,153","48,448","26,852","21,309","43,075"
2,35206_防府市,1,AB,AB_農林漁業,20,184,100,84,103
2,35206_防府市,2,A,A_農業，林業,18,169,87,82,100
2,35206_防府市,4,A,01_農業,16,155,74,81,99
2,35206_防府市,4,A,02_林業,2,14,13,1,1
2,35206_防府市,2,B,B_漁業,2,15,13,2,3
2,35206_防府市,4,B,03_漁業（水産養殖業を除く）,1,13,11,2,2
2,35206_防府市,4,B,04_水産養殖業,1,2,2,-,1
2,35206_防府市,1,CR,CR_非農林漁業（S_公務を除く）,"4,133","48,264","26,752","21,225","42,972"
2,35206_防府市,2,C,C_鉱業，採石業，砂利採取業,1,9,7,2,9
2,35206_防府市,4,C,05_鉱業，採石業，砂利採取業,1,9,7,2,9
2,35206_防府市,2,D,D_建設業,441,"3,290","2,622",665,"2,556"
2,35206_防府市,4,D,06_総合工事業,184,"1,432","1,129",303,"1,115"
2,35206_防府市,4,D,07_職別工事業（設備工事業を除く）,134,728,563,165,507
2,35206_防府市,4,D,08_設備工事業,123,"1,130",930,197,934
2,35206_防府市,2,E,E_製造業,233,"13,074","10,417","2,657","12,675"
2,35206_防府市,4,E,09_食料品製造業,31,928,355,573,845
2,35206_防府市,4,E,10_飲料・たばこ・飼料製造業,6,26,13,13,22
2,35206_防府市,4,E,11_繊維工業,11,267,181,86,254
2,35206_防府市,4,E,12_木材・木製品製造業（家具を除く）,5,31,24,7,23
2,35206_防府市,4,E,13_家具・装備品製造業,10,31,21,10,16
2,35206_防府市,4,E,14_パルプ・紙・紙加工品製造業,10,404,246,158,396
2,35206_防府市,4,E,15_印刷・同関連業,12,367,231,136,340
2,35206_防府市,4,E,16_化学工業,14,977,815,162,969
2,35206_防府市,4,E,17_石油製品・石炭製品製造業,2,8,6,2,8
2,35206_防府市,4,E,18_プラスチック製品製造業（別掲を除く）,21,"1,529","1,016",513,"1,512"
2,35206_防府市,4,E,19_ゴム製品製造業,3,"1,220","1,162",58,"1,215"
2,35206_防府市,4,E,20_なめし革・同製品・毛皮製造業,1,18,18,-,17
2,35206_防府市,4,E,21_窯業・土石製品製造業,21,525,441,84,497
2,35206_防府市,4,E,22_鉄鋼業,4,9,9,-,4
2,35206_防府市,4,E,23_非鉄金属製造業,1,17,16,1,15
2,35206_防府市,4,E,24_金属製品製造業,22,350,279,71,310
2,35206_防府市,4,E,25_はん用機械器具製造業,7,89,64,25,81
2,35206_防府市,4,E,26_生産用機械器具製造業,12,283,251,32,264
2,35206_防府市,4,E,27_業務用機械器具製造業,1,25,20,5,18
2,35206_防府市,4,E,28_電子部品・デバイス・電子回路製造業,1,8,5,3,7
2,35206_防府市,4,E,29_電気機械器具製造業,4,33,17,16,26
2,35206_防府市,4,E,30_情報通信機械器具製造業,-,-,-,-,-
2,35206_防府市,4,E,31_輸送用機械器具製造業,21,"5,897","5,206",691,"5,827"
2,35206_防府市,4,E,32_その他の製造業,13,32,21,11,9
2,35206_防府市,2,F,F_電気・ガス・熱供給・水道業,8,86,82,4,80
2,35206_防府市,4,F,33_電気業,6,43,40,3,37
2,35206_防府市,4,F,34_ガス業,1,13,13,-,13
2,35206_防府市,4,F,35_熱供給業,-,-,-,-,-
2,35206_防府市,4,F,36_水道業,1,30,29,1,30
2,35206_防府市,2,G,G_情報通信業,25,157,108,49,110
2,35206_防府市,3,G1,G1_情報通信業（通信業，放送業，映像・音声・文字情報制作業）,10,80,51,29,55
2,35206_防府市,4,G1,37_通信業,2,43,29,14,34
2,35206_防府市,4,G1,38_放送業,1,12,3,9,-
2,35206_防府市,4,G1,41_映像・音声・文字情報制作業,7,25,19,6,21
2,35206_防府市,3,G2,G2_情報通信業（情報サービス業，インターネット附随サービス業）,15,77,57,20,55
2,35206_防府市,4,G2,39_情報サービス業,12,71,54,17,52
2,35206_防府市,4,G2,40_インターネット附随サービス業,3,6,3,3,3
2,35206_防府市,2,H,H_運輸業，郵便業,131,"3,136","2,436",699,"2,860"
2,35206_防府市,4,H,42_鉄道業,-,-,-,-,-
2,35206_防府市,4,H,43_道路旅客運送業,12,290,227,63,233
2,35206_防府市,4,H,44_道路貨物運送業,77,"1,989","1,627",362,"1,906"
2,35206_防府市,4,H,45_水運業,6,35,27,8,19
2,35206_防府市,4,H,46_航空運輸業,-,-,-,-,-
2,35206_防府市,4,H,47_倉庫業,14,154,123,30,152
2,35206_防府市,4,H,48_運輸に附帯するサービス業,22,668,432,236,550
2,35206_防府市,4,H,49_郵便業（信書便事業を含む）,-,-,-,-,-
2,35206_防府市,2,I,I_卸売業，小売業,"1,068","8,861","4,042","4,631","7,657"
2,35206_防府市,3,I1,I1_卸売業,242,"1,841","1,175",666,"1,549"
2,35206_防府市,4,I1,50_各種商品卸売業,4,56,34,22,47
2,35206_防府市,4,I1,51_繊維・衣服等卸売業,9,108,60,48,96
2,35206_防府市,4,I1,52_飲食料品卸売業,36,336,210,126,295
2,35206_防府市,4,I1,53_建築材料，鉱物・金属材料等卸売業,74,651,457,194,554
2,35206_防府市,4,I1,54_機械器具卸売業,66,350,247,103,284
2,35206_防府市,4,I1,55_その他の卸売業,52,338,166,172,273
2,35206_防府市,3,I2,I2_小売業,826,"7,020","2,867","3,965","6,108"
2,35206_防府市,4,I2,56_各種商品小売業,4,332,84,248,332
2,35206_防府市,4,I2,57_織物・衣服・身の回り品小売業,109,539,121,418,460
2,35206_防府市,4,I2,58_飲食料品小売業,221,"3,062",932,"1,949","2,786"
2,35206_防府市,4,I2,59_機械器具小売業,153,990,727,263,823
2,35206_防府市,4,I2,60_その他の小売業,310,"1,811",848,963,"1,443"
2,35206_防府市,4,I2,61_無店舗小売業,29,286,155,124,264
2,35206_防府市,2,J,J_金融業，保険業,70,677,238,380,638
2,35206_防府市,4,J,62_銀行業,13,201,91,110,201
2,35206_防府市,4,J,63_協同組織金融業,10,103,58,45,103
2,35206_防府市,4,J,64_貸金業，クレジットカード業等非預金信用機関,5,13,10,3,4
